14.09:38.08.04 DEBUG	ru.sfedu.my_pckg.ProjectAppClient:23 - ProjectApp: Starting application
14.09:38.08.05  INFO	ru.sfedu.my_pckg.ProjectAppClient:26 - Launching application:
14.09:38.08.05  INFO	ru.sfedu.my_pckg.ProjectAppClient:27 - Operating System Windows 10 10.0
14.09:38.08.05  INFO	ru.sfedu.my_pckg.ProjectAppClient:29 - JRE version 1.8.0_261
14.09:38.08.05  INFO	ru.sfedu.my_pckg.ProjectAppClient:30 - Java launched from C:\Program Files\Java\jdk1.8.0_261\jre
14.09:38.08.05  INFO	ru.sfedu.my_pckg.ProjectAppClient:31 - User Home Directory: C:\Users\mbdoy
14.09:38.08.05  INFO	ru.sfedu.my_pckg.ProjectAppClient:32 - Java Class :C:\Program Files\Java\jdk1.8.0_261\jre\lib\charsets.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\deploy.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\ext\access-bridge-64.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\ext\cldrdata.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\ext\dnsns.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\ext\jaccess.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\ext\jfxrt.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\ext\localedata.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\ext\nashorn.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\ext\sunec.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\ext\sunjce_provider.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\ext\sunmscapi.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\ext\sunpkcs11.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\ext\zipfs.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\javaws.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\jce.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\jfr.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\jfxswt.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\jsse.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\management-agent.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\plugin.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\resources.jar;C:\Program Files\Java\jdk1.8.0_261\jre\lib\rt.jar;C:\Users\mbdoy\Desktop\ProjectApp\target\classes;C:\Users\mbdoy\.m2\repository\org\apache\logging\log4j\log4j-core\2.13.3\log4j-core-2.13.3.jar;C:\Users\mbdoy\.m2\repository\org\apache\logging\log4j\log4j-api\2.13.3\log4j-api-2.13.3.jar;C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2020.1.3\lib\idea_rt.jar
14.09:38.08.05  INFO	ru.sfedu.my_pckg.ProjectAppClient:33 - Java Library: C:\Program Files\Java\jdk1.8.0_261\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python38\Scripts\;C:\Python38\;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\Git\cmd;C:\Program Files\nodejs\;C:\ProgramData\chocolatey\bin;C:\Program Files (x86)\Yarn\bin\;C:\Program Files\Amazon\AWSCLIV2\;C:\Users\mbdoy\anaconda3;C:\Users\mbdoy\anaconda3\Library\mingw-w64\bin;C:\Users\mbdoy\anaconda3\Library\usr\bin;C:\Users\mbdoy\anaconda3\Library\bin;C:\Users\mbdoy\anaconda3\Scripts;C:\Users\mbdoy\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\mbdoy\AppData\Local\Programs\Python\Python37\;C:\Users\mbdoy\AppData\Local\Microsoft\WindowsApps;C:\Users\mbdoy\AppData\Local\Programs\Microsoft VS Code\bin;C:\Users\mbdoy\AppData\Roaming\npm;C:\Users\mbdoy\AppData\Local\Yarn\bin;C:\Users\mbdoy\AppData\Local\hyper\app-3.0.2\resources\bin;C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2020.1.3\bin;;.
14.09:38.08.05  INFO	ru.sfedu.my_pckg.ProjectAppClient:34 - Test INFO logging.
